"2019, Среднесписочная численность работников","2019, Дебиторская задолженность, RUB","2019, Денежные средства и денежные эквиваленты, RUB","2019, Капитал и резервы, RUB","2019, Заёмные средства (краткосрочные), RUB","2019, Кредиторская задолженность, RUB","2019, Пассивы всего, RUB","2019, Выручка, RUB","2019, Себестоимость продаж, RUB","2019, Валовая прибыль (убыток), RUB","2019, Коммерческие расходы, RUB","2019, Управленческие расходы, RUB","2019, Прибыль (убыток) от продажи, RUB","2019, Доходы от участия в других организациях, RUB","2019, Проценты к получению, RUB","2019, Проценты к уплате, RUB","2019, Прочие доходы, RUB","2019, Прочие расходы, RUB","2019, Прибыль (убыток) до налогообложения , RUB","2019, Текущий налог на прибыль, RUB","2019, Чистая прибыль (убыток), RUB","2019, Прибыль от приносящей доход деятельности, RUB","2019, Всего поступило средств, RUB","2019, Расходы на целевые мероприятия, RUB","2019, Расходы на содержание аппарата управления, RUB","2019, Приобретение основных средств, инвентаря и иного имущества, RUB","2019, Всего использовано средств, RUB","2019, Остаток средств на конец отчетного года, RUB"
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,72000.0,7159000.0,30009000.0,,248000.0,30364000.0,,,,,,,,,,,,,,,,140254000.0,82851000.0,29582000.0,23459000.0,136351000.0,7155000.0
,992000.0,21411000.0,23476000.0,,3000.0,23479000.0,,,,,,,,,,,,,,,,76677000.0,57411000.0,5076000.0,254000.0,63472000.0,22402000.0
,147000.0,3830000.0,,2383000.0,2977000.0,43244000.0,1000.0,1000.0,,,,,,,,,,,,,,16343000.0,14541000.0,1000.0,,14542000.0,3830000.0
,1000.0,,,,1000.0,1000.0,,,,,,,,,,,,,,,,6000.0,,,,6000.0,
,18000.0,370000.0,,,,388000.0,,,,,,,,,,,,,,,,9585000.0,8798000.0,743000.0,,9541000.0,388000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,22324000.0,,,,22324000.0,,,,,,,,,,,,,,,,215100000.0,202338000.0,,,202338000.0,22324000.0
,,1000.0,8000.0,37000.0,,45000.0,,,,,,,,,,,,,,,,,,,,,
,2173000.0,93788000.0,183551000.0,,80163000.0,263714000.0,1698000.0,1320000.0,378000.0,,,378000.0,,2231000.0,,,11740000.0,-9131000.0,,-9131000.0,,556000000.0,461954000.0,12686000.0,201000.0,483972000.0,160857000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,254000.0,1000.0,,,,255000.0,,,,,,,,,,,,,,,,235080000.0,235171000.0,,,235171000.0,2000.0
,,6000.0,,,6000.0,6000.0,,,,,,,,,,,,,,,,,,,,,
,42000.0,35000.0,75000.0,,13000.0,88000.0,,,,,,,,,,,,,,,,948000.0,392000.0,623000.0,,1066000.0,75000.0
,,10000.0,10000.0,,,10000.0,,,,,,,,,,,,,,,,,,,,,
,,19.0,19.0,,,19.0,,,,,,,,,,,6.0,-6.0,,-6.0,,144.0,136.0,,,142.0,19.0
,,44000.0,,,,44000.0,,,,,,,,,,,,,,,,44000.0,,,,,44000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1042000.0,,,,1042000.0,,,,,,,,,,,,,,,,6608000.0,4145000.0,2164000.0,,6355000.0,1041000.0
,12000.0,29000.0,39000.0,,,41000.0,,,,,,,,,,,,,,,,,,1000.0,,1000.0,39000.0
,6000.0,1000.0,53000.0,,8000.0,61000.0,,,,,,,,,,,,,,,,17000.0,,17000.0,,17000.0,8000.0
,369000.0,4312000.0,5378000.0,,249000.0,5907000.0,139000.0,,139000.0,,,139000.0,,,,54000.0,,193000.0,-4000.0,188000.0,188000.0,18296000.0,15350000.0,2814000.0,4000.0,18168000.0,5325000.0
,157000.0,37000.0,119000.0,,74000.0,194000.0,,,,,,,,,,,,,,,,2816000.0,,,,2696000.0,119000.0
,1204000.0,18122000.0,19326000.0,,,19326000.0,,,,,,,,,,,,,,,,,180625000.0,1973000.0,,182598000.0,19326000.0
,,9000.0,9000.0,,,9000.0,,,,,,,,,,,,,,,,,,1000.0,,1000.0,9000.0
,13035000.0,19754000.0,33843000.0,,644000.0,34619000.0,,,,,,,,,,,,,,,,105304000.0,76285000.0,16001000.0,,92584000.0,32413000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2819000.0,22000.0,-216000.0,,3057000.0,2841000.0,424000.0,1051000.0,,,,-627000.0,,,,1810000.0,2932000.0,-1749000.0,16000.0,-1765000.0,,,,,,,
,750000.0,1156000.0,1098000.0,,815000.0,1913000.0,1700000.0,,1700000.0,,,1700000.0,,,,,18000.0,1682000.0,,1628000.0,1700000.0,8581000.0,7214000.0,806000.0,,8019000.0,1098000.0
,,89000.0,89000.0,,,89000.0,,,,,,,,,,,,,,,,800000.0,495000.0,149000.0,30000.0,711000.0,89000.0
,225000.0,2361000.0,5817000.0,,6000.0,5822000.0,150000.0,,150000.0,,,150000.0,,28000.0,,,9000.0,169000.0,,164000.0,164000.0,6195000.0,4382000.0,998000.0,,5419000.0,2872000.0
,,262000.0,362000.0,,,436000.0,859000.0,801000.0,58000.0,,,58000.0,,,,,,58000.0,,58000.0,,351000.0,,350000.0,,350000.0,362000.0
,,5000.0,5000.0,,,5000.0,,,,,,,,,,,,,,,,10000.0,,5000.0,,5000.0,5000.0
,8000.0,27000.0,,,4000.0,35000.0,,,,,,,,,,,,,,,,,,,,,
,8000.0,5888000.0,5954000.0,,,5954000.0,192000.0,,192000.0,,,192000.0,,,,,,192000.0,,186000.0,,19335000.0,12709000.0,3366000.0,,16439000.0,5954000.0
,19857000.0,2413000.0,277146000.0,,163000.0,277309000.0,,,,,,,,,,,,,,,,263508000.0,280425000.0,8846000.0,52000.0,290931000.0,22107000.0
,15360000.0,141166000.0,420023000.0,,19310000.0,442981000.0,149758000.0,44231000.0,105527000.0,,24449000.0,81078000.0,,,,26000.0,370000.0,80734000.0,,64513000.0,64513000.0,1723429000.0,1111887000.0,46101000.0,48082000.0,1586650000.0,167776000.0
,2000.0,281000.0,461000.0,,9000.0,473000.0,,,,,,,,,,,,,,,,812000.0,278000.0,184000.0,,487000.0,451000.0
,,10000.0,,,,10000.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20000.0,927000.0,1445000.0,,302000.0,1747000.0,,,,,,,,11000.0,,,,11000.0,,9000.0,9000.0,3509000.0,3567000.0,625000.0,,4192000.0,1445000.0
,,3000.0,-58000.0,,,3000.0,,,,,,,,,,,12000.0,-12000.0,,-12000.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,137000.0,,,,137000.0,,,,,,,,,,,,,,,,,,,,,17000.0
,,,,,3644000.0,3644000.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10000.0,10000.0,,,10000.0,,,,,,,,,,,,,,,,,,,,,
,555000.0,1363000.0,,,294000.0,2117000.0,,,,,,,,,,,,,,,,16726000.0,9764000.0,10989000.0,58000.0,20811000.0,1765000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2761000.0,38581000.0,55661000.0,,290000.0,56023000.0,,,,,,,,,,,,,,,,59528000.0,43225000.0,2708000.0,1350000.0,47605000.0,41005000.0
,38000.0,,10000.0,,28000.0,38000.0,,,,,,,,,,,,,,,,,,,,,
,27000.0,36916000.0,36943000.0,,,36943000.0,,,,,,,,,,,,,,,,66842000.0,33744000.0,3223000.0,,36967000.0,36943000.0
,,15000.0,,,,15000.0,,,,,,,,,,,,,,,,,,,,,15000.0
,10000.0,54000.0,,,13000.0,64000.0,,,,,,,,,,,,,,,,,,,,,
,,10000.0,,,10000.0,10000.0,,,,,,,,,,,,,,,,,,,,,
,,6745000.0,54351000.0,,,54351000.0,,,,,,,,,,,,,,,,344000.0,-14055000.0,-4100000.0,,-18155000.0,6745000.0
,,17000.0,17000.0,,,17000.0,,,,,,,,,,,,,,,,72000.0,,,,,17000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,32000.0,,,,32000.0,,,,,,,,,,,,,,,,560000.0,-501000.0,-27000.0,,-528000.0,33000.0
,3227000.0,21040000.0,26070000.0,,245000.0,26314000.0,,,,,,,,,,,,,,,,67544000.0,47239000.0,11166000.0,189000.0,58594000.0,24022000.0
,312000.0,1174000.0,106000.0,,1106000.0,2435000.0,,,,,,,,,,,,,,,,9902000.0,7903000.0,1279000.0,,9182000.0,1223000.0
,10000.0,88000.0,-27000.0,31000.0,7000.0,98000.0,,,,,,,,,,,,,,,,687000.0,600000.0,,,600000.0,87000.0
,413000.0,49000.0,-14646000.0,2596000.0,15282000.0,3233000.0,,,,,533000.0,-533000.0,,,,,7000.0,-540000.0,,-540000.0,,,,,,,
,702000.0,2491000.0,4128000.0,,18332000.0,129995000.0,10939000.0,,10939000.0,,6032000.0,4907000.0,,279000.0,,,26000.0,5160000.0,,4128000.0,,,,,,,
,192000.0,4049000.0,13034000.0,,2000.0,13036000.0,,,,,,,2665000.0,,,146000.0,159000.0,2652000.0,,2643000.0,2643000.0,4224000.0,2449000.0,5000.0,2627000.0,5093000.0,10335000.0
,38640000.0,787176000.0,842370000.0,,15420000.0,860475000.0,14425000.0,11982000.0,2443000.0,328000.0,8154000.0,-6039000.0,,39747000.0,,16430000.0,570000.0,49568000.0,-7268000.0,42300000.0,42300000.0,846454000.0,824085000.0,20591000.0,3505000.0,849253000.0,822824000.0
,31000.0,251000.0,,,263000.0,291000.0,,,,,,,,,,,,,,,,803000.0,764000.0,39000.0,,803000.0,5000.0
,4000.0,2000.0,,,,6000.0,,,,,,,,,,,,,,,,134000.0,138000.0,13000.0,,151000.0,6000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1097000.0,1000.0,405000.0,,721000.0,1126000.0,1947000.0,,1947000.0,1977000.0,,-30000.0,,,18000.0,,,-48000.0,,-48000.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,103000.0,1603000.0,206000.0,,10000.0,1706000.0,,,,,,,,,,,13000.0,-13000.0,,-13000.0,,,,,,,
,,198000.0,192000.0,,6000.0,198000.0,,,,,,,,,,,,,,,,4660000.0,4434000.0,44000.0,,4478000.0,182000.0
,156000.0,7000.0,175000.0,,,175000.0,,,,,,,,,,,,,,,,,,,,10000.0,178000.0
,123464000.0,1363000.0,1100000.0,,123726000.0,124826000.0,,,,,,,,,,,,,,,,14307000.0,11201000.0,5282000.0,,16483000.0,582000.0
,6000.0,41000.0,,,,47000.0,,,,,,,,,,,,,,,,450000.0,1542000.0,150000.0,,1692000.0,41000.0
,1790000.0,352000.0,25429000.0,,13000.0,25442000.0,,,,,,,,2242000.0,,,200000.0,2042000.0,,1992000.0,1992000.0,12426000.0,7703000.0,2123000.0,,9826000.0,25429000.0
,5000.0,528000.0,622000.0,,,622000.0,,,,,,,,,,,,,,,,3139000.0,1990000.0,696000.0,,2712000.0,622000.0
,1227000.0,23152000.0,33456000.0,,,33724000.0,,,,,,,930000.0,,,,8734000.0,-7804000.0,,-7804000.0,,62612000.0,59563000.0,3134000.0,,70501000.0,33457000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10000.0,10000.0,,,10000.0,,,,,,,,,,,,,,,,,,,,,
,10000.0,,10000.0,,,10000.0,,,,,,,,,,,,,,,,,,,,,
,25000.0,7000.0,,,,32000.0,,,,,,,,,,,,,,,,95000.0,,,,63000.0,32000.0
,,1000.0,1000.0,,,1000.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,59000.0,,,,59000.0,,,,,,,,,,,,,,,,220000.0,,170000.0,,170000.0,59000.0
,1252000.0,4983000.0,6197000.0,,38000.0,6235000.0,,,,,,,,,,,,,,,,18781000.0,13436000.0,2500000.0,,15936000.0,6197000.0
,588000.0,5000.0,,,591000.0,5457000.0,,,,,,,,,,,,,,,,4862000.0,,4935000.0,,4975000.0,1000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,79000.0,3949000.0,,,14000.0,4029000.0,,,,,,,,,,,,,,,,24552000.0,21832000.0,4139000.0,,25971000.0,4014000.0
,50000.0,4444000.0,4482000.0,,12000.0,4494000.0,,,,,,,,,,220000.0,,220000.0,,176000.0,176000.0,3621000.0,5627000.0,3022000.0,,8709000.0,4482000.0
,,268000.0,295000.0,,,366000.0,,,,,,,,,,,,,,,,19880000.0,18671000.0,1082000.0,,19856000.0,214000.0
,18000.0,726000.0,,,38000.0,744000.0,,,,,,,,,,,,,,,,1767000.0,760000.0,392000.0,,1152000.0,726000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23054000.0,854647000.0,880212000.0,,517000.0,881104000.0,,,,,,,,,,,,,,,49655000.0,50485000.0,122895000.0,21558000.0,,144453000.0,876809000.0
,2000.0,1824000.0,,,1000.0,12494000.0,,,,,,,,,,,,,,,,6300000.0,4087000.0,687000.0,,4774000.0,1825000.0
,188000.0,4655000.0,4449000.0,,791000.0,5252000.0,2000000.0,1953000.0,47000.0,,,47000.0,,,,,47000.0,,,-60000.0,,18303000.0,13273000.0,2735000.0,43000.0,16171000.0,4072000.0
,8000.0,8000.0,16000.0,,,16000.0,,,,,,,,,,,,,,,,10000.0,60000.0,22000.0,,92000.0,16000.0
,233927000.0,123291000.0,1447119000.0,,85933000.0,1543727000.0,66000.0,,66000.0,,,66000.0,,55921000.0,,3968000.0,4194000.0,55761000.0,,54073000.0,54074000.0,1978435000.0,1351185000.0,92382000.0,741000.0,1478816000.0,1432513000.0
,63000.0,2521000.0,2602000.0,,,2785000.0,,,,,,,,,,,,,,,,6480000.0,6499000.0,1595000.0,,8211000.0,2602000.0
,,1000.0,15000.0,,1000.0,16000.0,,,,,,,,,,,,,,,,5072000.0,4986000.0,86000.0,,5072000.0,
,,171000.0,,,22000.0,171000.0,,,,,,,,,,,,,,,,,,,,,150000.0
,89000.0,7438000.0,7490000.0,,37000.0,7527000.0,,,,,,,,,,,,,,,,9198000.0,2048000.0,1051000.0,349000.0,3465000.0,7490000.0
,,10000.0,10000.0,,,10000.0,,,,,,,,,,,,,,,,,,,,,
,2896000.0,5906000.0,8800000.0,,2000.0,8802000.0,,,,,,,,,,,,,,,,26162000.0,17234000.0,115000.0,,17363000.0,8800000.0
,3063000.0,18974000.0,22887000.0,,681000.0,23568000.0,3033000.0,,3033000.0,,3033000.0,,,45000.0,,7000.0,,52000.0,,-40000.0,,50329000.0,29141000.0,8155000.0,,37296000.0,21358000.0
,128000.0,41000.0,2405000.0,,,2405000.0,,,,,,,,,,,,,,,,1842000.0,,1902000.0,,1902000.0,41000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8652000.0,34730000.0,50906000.0,,2458000.0,53364000.0,19616000.0,,19616000.0,,6974000.0,12642000.0,,96000.0,,,38000.0,12700000.0,-1323000.0,11377000.0,11377000.0,71714000.0,-26816000.0,-2000.0,,-26850000.0,48400000.0
,29761000.0,38627000.0,1063228000.0,,5497000.0,1069059000.0,1019308000.0,1019173000.0,135000.0,,,135000.0,,83422000.0,,47793000.0,14861000.0,116489000.0,,116478000.0,,116478000.0,36681000.0,12559000.0,,49627000.0,1063227000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,423000.0,5000.0,3184000.0,,104000.0,3711000.0,1000000.0,,1000000.0,,813000.0,187000.0,,,,,5000.0,182000.0,-36000.0,145000.0,170000.0,170000.0,,123000.0,,123000.0,47000.0
,,2000.0,,,2000.0,2000.0,,,,,,,,,,,,,,,,,,,,,
,29821000.0,2935000.0,-15759000.0,12000000.0,26540000.0,34582000.0,94170000.0,,94170000.0,,96827000.0,-2657000.0,,,,9417000.0,9030000.0,-2270000.0,,-7177000.0,,,,,,,
,1893000.0,8184000.0,9765000.0,,417000.0,10183000.0,,,,,463000.0,-463000.0,,,,190000.0,12000.0,-285000.0,57000.0,-228000.0,,28672000.0,22677000.0,454000.0,,23235000.0,9259000.0
,104000.0,147000.0,147000.0,,104000.0,251000.0,,,,,,,,,,,,,,,,1516000.0,889000.0,370000.0,,1370000.0,147000.0
,4272000.0,92000.0,-20039000.0,581000.0,140958000.0,130535000.0,29475000.0,51979000.0,-22504000.0,,,-22504000.0,,,577000.0,25000.0,417000.0,-23473000.0,,-23475000.0,,,,,,,
,25229000.0,417000.0,,,33244000.0,29643000.0,,,,,,,,,,,,,,,,3535000.0,508000.0,290000.0,,798000.0,-5237000.0
,986000.0,129000.0,283000.0,1000000.0,18000.0,1301000.0,,,,,,,,,,,,,,,,15024000.0,14232000.0,4448000.0,144000.0,18845000.0,97000.0
,644000.0,1000.0,-6431000.0,,363000.0,7717000.0,,,,,,,,,,,769000.0,-769000.0,,-769000.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10000.0,10000.0,,,10000.0,,,,,,,,,,,,,,,,,,,,,
,,1843000.0,1843000.0,,,1843000.0,,,,,,,,,,73000.0,73000.0,,,,,,,,,,
,4123000.0,12755000.0,19448000.0,,4530000.0,23978000.0,,,,,,,,,,,,,,,,88555000.0,83114000.0,8555000.0,276000.0,92108000.0,19448000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3723000.0,14409000.0,19720000.0,,273000.0,19993000.0,102000.0,,102000.0,,102000.0,,,,,390000.0,387000.0,3000.0,-3000.0,,,106538000.0,72264000.0,17129000.0,505000.0,89897000.0,17859000.0
,12000.0,1622000.0,,,6000.0,1634000.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6070000.0,9609000.0,15431000.0,,1652000.0,17089000.0,,,,,,,,,,,,,,,,114883000.0,93852000.0,6168000.0,815000.0,100835000.0,14261000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14000.0,54396000.0,54353000.0,,25000.0,54565000.0,,,,,,,,,,,,,,,,8000.0,25810000.0,1001000.0,96000.0,26988000.0,54198000.0
,10000.0,23000.0,,,,33000.0,,,,,,,,,,,,,,,,,,,,,
,128000.0,4000.0,-186000.0,250000.0,69000.0,132000.0,,,,,,,,,,,,,,,,,,,,,
,1680000.0,79000.0,1759000.0,,,1759000.0,,,,,,,,,,,,,,,,10765000.0,10087000.0,203000.0,,10290000.0,1759000.0
,,212000.0,6630000.0,,2071000.0,8701000.0,25408000.0,24400000.0,,,,1008000.0,,,,85000.0,881000.0,212000.0,1020000.0,-808000.0,,,,,,,
,379000.0,8348000.0,85105000.0,,732000.0,93835000.0,35918000.0,41960000.0,-6042000.0,,,-6042000.0,,4677000.0,,,,-1365000.0,,-1365000.0,,3000000.0,40000.0,9123000.0,,9163000.0,86395000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11000.0,3000.0,,,,14000.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,52000.0,69000.0,,,69000.0,,,,,,,,,,,,,,,,92000.0,137000.0,8000.0,,148000.0,69000.0
,138000.0,4777000.0,5203000.0,,,5203000.0,,,,,,,,,,,,,,,,8120000.0,-7228000.0,-3796000.0,,-11162000.0,4916000.0
,457000.0,13810000.0,10774000.0,,3623000.0,14397000.0,,,,,,,,,,952000.0,2552000.0,-1600000.0,,-1600000.0,,,,,,,
,,94000.0,,,1000.0,94000.0,,,,,,,,,,,,,,,,60000.0,20000.0,13000.0,,33000.0,94000.0
,,2000.0,,,2000.0,2000.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,432000.0,432000.0,,,432000.0,,,,,,,,,,,,,,,,179000.0,99000.0,33000.0,,132000.0,432000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,301000.0,24442000.0,,,265000.0,25408000.0,,,,,,,,,,,,,,,,309807000.0,250443000.0,72452000.0,345000.0,323299000.0,24442000.0
,,1105000.0,1105000.0,,,1105000.0,,,,,,,,,,,,,,,,,,,,,
,118000.0,,-404000.0,,80000.0,399000.0,,,,,,,,,,,,,,,,20000.0,,,,20000.0,223000.0
,1000.0,3000.0,3000.0,,,3000.0,,,,,,,,,,,,,,,,3000.0,,,,,3000.0
,4944000.0,12000.0,122000.0,,37000.0,5078000.0,,,,,,,,,,,,,,,,,,48000.0,,48000.0,12000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,33000.0,33000.0,,,33000.0,,,,,,,,,,,,,,,,8000000.0,7993000.0,,,7993000.0,12000.0
,34683000.0,989168000.0,1063358000.0,,1037000.0,1068069000.0,,,,,,,,31395000.0,,3000.0,,31398000.0,,30385000.0,30385000.0,1263943000.0,868053000.0,101058000.0,16904000.0,1002027000.0,1028729000.0
,10881000.0,34034000.0,141185000.0,,8590000.0,153061000.0,15600000.0,15539000.0,61000.0,,,61000.0,,13754000.0,,,3539000.0,10276000.0,,8463000.0,8463000.0,3850105000.0,3752791000.0,135642000.0,1284000.0,3891069000.0,118284000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,290000.0,,,,290000.0,,,,,,,,,,,,,,,,600000.0,351000.0,20000.0,,371000.0,290000.0
,700000.0,7329000.0,7922000.0,,157000.0,8079000.0,,,,,,,,,,,,,,,,26421000.0,14033000.0,5187000.0,,19310000.0,7872000.0
,53000.0,90000.0,1522000.0,,13338000.0,14859000.0,,,,,,,,,,,,,,,,3382000.0,801000.0,1903000.0,1360000.0,4064000.0,162000.0
,16020000.0,23960000.0,39131000.0,,992000.0,41213000.0,,,,,,,,211000.0,,111000.0,298000.0,24000.0,,11000.0,,129419000.0,85487000.0,17969000.0,454000.0,107125000.0,37899000.0
,10000.0,11000.0,21000.0,,,21000.0,,,,,,,,,,,,,,,,,,-67000.0,,-67000.0,21000.0
,127000.0,2385000.0,2504000.0,,11000.0,2515000.0,,,,,,,,,,,,,,,,5108000.0,1180000.0,,,3781000.0,2511000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,56000.0,50000.0,-799000.0,,905000.0,106000.0,,,,,,,,,,,,,,,,13875000.0,13464000.0,2644000.0,,16156000.0,-799000.0
,,4000.0,,5000.0,,5000.0,,,,,,,,,,,,,,,,,,,,,
,912000.0,8591000.0,11353000.0,901000.0,324000.0,12658000.0,6217000.0,5845000.0,372000.0,,,372000.0,,,,,343000.0,29000.0,,4000.0,4000.0,23457000.0,11657000.0,3145000.0,1468000.0,16270000.0,9009000.0
,92000.0,13000.0,14100000.0,,78000.0,14178000.0,3000.0,3000.0,,,,,,,,,,,,,,2706000.0,,2717000.0,,2757000.0,13000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18000.0,78000.0,91000.0,,5000.0,96000.0,,,,,,,,,,,,,,,,100000.0,84000.0,,,84000.0,91000.0
,14579000.0,30000.0,29242000.0,,14096000.0,43338000.0,,,,,,,,,,,,,,,,3620000.0,1344000.0,2549000.0,,3893000.0,19389000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,290000.0,,,290000.0,,,,,,,,,,,,,,,,,,,,,290000.0
,15000.0,1789000.0,4622000.0,,188000.0,4810000.0,,,,,,,,,,14000.0,,14000.0,,11000.0,11000.0,7676000.0,3059000.0,1291000.0,,4415000.0,4622000.0
,4349000.0,,442000.0,167000.0,3847000.0,4456000.0,,,,,,,,,,,,,,,,,,,,,
,,1130000.0,1130000.0,,,1130000.0,,,,,,,,,,,,,,,,183000.0,4332000.0,601000.0,,4933000.0,1130000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,328000.0,,377000.0,,,377000.0,,,,,,,,,,,20000.0,-20000.0,,-20000.0,,,,20000.0,,20000.0,328000.0
,8109000.0,5172000.0,26228000.0,,764000.0,27362000.0,62000.0,,62000.0,,,62000.0,,1001000.0,,,,1063000.0,,1031000.0,1031000.0,97022000.0,88107000.0,4285000.0,939000.0,93331000.0,25358000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,203000.0,97000.0,,,588000.0,300000.0,,,,,,,,,,,,,,,,1861000.0,,,,1590000.0,470000.0
,,22000.0,22000.0,,,22000.0,,,,,,,,,,,,,,,,2516000.0,4155000.0,529000.0,60000.0,4872000.0,22000.0
,108000.0,34000.0,,,60000.0,254000.0,,,,,,,,,,,,,,,,2650000.0,693000.0,1887000.0,,2580000.0,194000.0
,332000.0,1808000.0,2137000.0,,3000.0,2140000.0,19000000.0,16850000.0,,,,2150000.0,,,,,19000.0,2131000.0,540000.0,1591000.0,,,,,,,
,,5000.0,,,,5000.0,,,,,,,,,,,,,,,,1065000.0,3490000.0,476000.0,,4028000.0,5000.0
,221000.0,47000.0,,,30000.0,31000.0,,250000.0,,,,-250000.0,,,,247000.0,97000.0,-100000.0,,-100000.0,,626000.0,,569000.0,,626000.0,47000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1567000.0,1567000.0,,,1567000.0,,,,,,,,,,,11000.0,-11000.0,,-11000.0,,8805000.0,7246000.0,89000.0,,7335000.0,1574000.0
,882000.0,5270000.0,6111000.0,,43000.0,6154000.0,170000.0,,170000.0,,,170000.0,,,,,,170000.0,,165000.0,,11465000.0,443000.0,4434000.0,,5990000.0,6111000.0
,121000.0,193207000.0,193305000.0,,24000.0,193361000.0,,,,,,,,,,121000.0,2000.0,119000.0,-24000.0,95000.0,122000.0,193364000.0,,,35000.0,59000.0,193305000.0
,142000.0,27000.0,,443000.0,,169000.0,,1512000.0,,,,-1512000.0,,,,,,-1512000.0,,-1512000.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,28000.0,,,28000.0,28000.0,,,,,,,,,,,,,,,,,,,,,
,1123000.0,856000.0,5217000.0,,2000.0,5219000.0,,,,,,,,,,,,,,,,,47394000.0,29000.0,,47462000.0,5312000.0
,,1083000.0,597000.0,,,2126000.0,1587000.0,990000.0,597000.0,,,597000.0,,,,,,597000.0,119000.0,477000.0,,,,,,,
,5062000.0,2778000.0,3275000.0,1400000.0,3452000.0,8159000.0,32700000.0,,32700000.0,,28954000.0,3746000.0,,,,322000.0,296000.0,3772000.0,,3279000.0,1064000.0,1124000.0,186000.0,977000.0,,1163000.0,32000.0
,914000.0,14164000.0,14786000.0,,42000.0,15301000.0,,,,,,,,,,,,,,,,25917000.0,10929000.0,1852000.0,,12781000.0,14564000.0
,1186000.0,4442000.0,5624000.0,,4000.0,5628000.0,,,,,,,,,,,,,,,,10152000.0,6479000.0,,,6479000.0,4442000.0
,470000.0,2000.0,11000.0,,485000.0,496000.0,,,,,,,,,,,,,,,,104000.0,139000.0,,,139000.0,4000.0
,17443000.0,2138000.0,,943000.0,5116000.0,21883000.0,59201000.0,54823000.0,,,,4378000.0,,,,,2017000.0,2361000.0,657000.0,1704000.0,,,,,,,
,113000.0,49615000.0,50212000.0,,17000.0,50229000.0,,,,,,,,4259000.0,4259000.0,1214000.0,14759000.0,-13545000.0,,-13580000.0,,12497000.0,22731000.0,5153000.0,55000.0,42856000.0,49719000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23000.0,161000.0,167000.0,,17000.0,184000.0,,,,,,,,,,,,,,,,1386000.0,3203000.0,351000.0,,3554000.0,167000.0
,107000.0,821000.0,781000.0,,3000.0,964000.0,,,,,,,,,,,,,,,,1738000.0,971000.0,424000.0,,1642000.0,781000.0
,5405000.0,931000.0,2635000.0,,5034000.0,7669000.0,39000.0,,39000.0,,,39000.0,,,,,,39000.0,-2000.0,37000.0,,100602000.0,91699000.0,3050000.0,85000.0,101945000.0,1301000.0
